mse_id,snp_id,state,category_l1,match_score,rank
MSE04841,SNP024,Maharashtra,Food & Beverage,0.6363,1
MSE04844,SNP004,Tamil Nadu,Agriculture,0.6326,1
MSE04846,SNP004,West Bengal,Agriculture,0.7916,1
MSE04848,SNP006,Chhattisgarh,Handicrafts & Handloom,0.8639,1
MSE04852,SNP004,Telangana,Agriculture,0.6693,1
MSE04854,SNP017,Karnataka,Food & Beverage,0.844,1
MSE04856,SNP007,Tamil Nadu,Home & Kitchen,0.7538,1
MSE04865,SNP024,Gujarat,Food & Beverage,0.6928,1
MSE04867,SNP004,Odisha,Agriculture,0.7381,1
MSE04868,SNP007,Uttar Pradesh,Home & Kitchen,0.7028,1
MSE04870,SNP008,West Bengal,Services,0.6252,1
MSE04878,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.7661,1
MSE04880,SNP007,Chhattisgarh,Home & Kitchen,0.8003,1
MSE04881,SNP004,Chhattisgarh,Agriculture,0.6291,1
MSE04883,SNP008,Andhra Pradesh,Services,0.6249,1
MSE04884,SNP011,Madhya Pradesh,Agriculture,0.7121,1
MSE04886,SNP004,Tamil Nadu,Agriculture,0.6272,1
MSE04887,SNP008,Maharashtra,Services,0.6762,1
MSE04890,SNP024,Uttar Pradesh,Food & Beverage,0.8066,1
MSE04892,SNP007,Punjab,Home & Kitchen,0.8288,1
MSE04895,SNP007,Karnataka,Home & Kitchen,0.6532,1
MSE04896,SNP024,Maharashtra,Food & Beverage,0.7739,1
MSE04897,SNP007,Gujarat,Home & Kitchen,0.8976,1
MSE04898,SNP007,Jharkhand,Fashion,0.7458,1
MSE04900,SNP007,Gujarat,Fashion,0.6617,1
MSE04901,SNP007,Jharkhand,Fashion,0.8629,1
MSE04906,SNP008,Bihar,Services,0.7009,1
MSE04913,SNP002,Bihar,Electronics,0.6327,1
MSE04915,SNP024,Maharashtra,Food & Beverage,0.8999,1
MSE04916,SNP007,Gujarat,Fashion,0.7872,1
MSE04919,SNP007,Karnataka,Home & Kitchen,0.9313,1
MSE04924,SNP024,Jammu & Kashmir,Food & Beverage,0.7217,1
MSE04927,SNP007,Delhi,Fashion,0.764,1
MSE04931,SNP017,Kerala,Food & Beverage,0.7382,1
MSE04933,SNP024,Assam,Food & Beverage,0.8414,1
MSE04937,SNP006,Bihar,Handicrafts & Handloom,0.6516,1
MSE04938,SNP007,Jammu & Kashmir,Fashion,0.6619,1
MSE04939,SNP018,Uttar Pradesh,Handicrafts & Handloom,0.9301,1
MSE04941,SNP004,West Bengal,Agriculture,0.8618,1
MSE04942,SNP017,Karnataka,Food & Beverage,0.6788,1
MSE04943,SNP007,Madhya Pradesh,Home & Kitchen,0.9307,1
MSE04944,SNP007,Chhattisgarh,Beauty & Personal Care,0.9286,1
MSE04945,SNP007,Uttar Pradesh,Home & Kitchen,0.7169,1
MSE04947,SNP008,Tamil Nadu,Services,0.8757,1
MSE04949,SNP002,Rajasthan,Electronics,0.7553,1
MSE04950,SNP007,Uttar Pradesh,Fashion,0.8125,1
MSE04953,SNP007,Uttar Pradesh,Home & Kitchen,0.8219,1
MSE04955,SNP007,Rajasthan,Home & Kitchen,0.7777,1
MSE04957,SNP024,Gujarat,Food & Beverage,0.6207,1
MSE04960,SNP024,Gujarat,Food & Beverage,0.7957,1
MSE04963,SNP007,Andhra Pradesh,Beauty & Personal Care,0.8587,1
MSE04965,SNP007,Haryana,Home & Kitchen,0.8058,1
MSE04967,SNP024,Maharashtra,Food & Beverage,0.7338,1
MSE04975,SNP011,Rajasthan,Agriculture,0.8174,1
MSE04980,SNP004,Telangana,Food & Beverage,0.6961,1
MSE04982,SNP017,Karnataka,Food & Beverage,0.8275,1
MSE04984,SNP007,Andhra Pradesh,Home & Kitchen,0.7423,1
MSE04986,SNP024,Uttar Pradesh,Food & Beverage,0.64,1
MSE04992,SNP024,Maharashtra,Food & Beverage,0.7154,1
MSE04994,SNP007,Karnataka,Fashion,0.8878,1
MSE04995,SNP007,Gujarat,Fashion,0.8486,1
MSE04997,SNP007,West Bengal,Fashion,0.8334,1
MSE04998,SNP007,Andhra Pradesh,Home & Kitchen,0.7634,1
MSE04999,SNP007,Rajasthan,Fashion,0.6903,1
