mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE01532,UDYAM-AS-03-0001532,Silchar Enterprise 1532,Owner 1532,Male,0,Micro,Manufacturing,Assam,Silchar,3,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,58.26,38.14,Terracotta Pot|Wooden Craft,6,1,1,0,0,0
MSE01533,UDYAM-AP-02-0001533,Vijayawada Enterprise 1533,Owner 1533,Other,0,Micro,Manufacturing,Andhra Pradesh,Vijayawada,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,te,75.48,27.39,Mango Pickle,6,1,1,1,1,0
MSE01534,UDYAM-UP-02-0001534,Kanpur Nagar Enterprise 1534,Owner 1534,Other,0,Small,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,764.2,321.37,Ready-to-Eat Snacks|Mango Pickle,3,1,1,1,1,1
MSE01535,UDYAM-TN-03-0001535,Madurai Enterprise 1535,Owner 1535,Other,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ta,23.02,32.32,Handloom Dupatta|Silk Stole,3,1,1,0,0,0
MSE01536,UDYAM-UP-02-0001536,Kanpur Nagar Enterprise 1536,Owner 1536,Male,0,Micro,Services,Uttar Pradesh,Kanpur Nagar,2,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,75.08,16.49,Web Development,4,1,1,0,0,0
MSE01537,UDYAM-KA-02-0001537,Mysuru Enterprise 1537,Owner 1537,Female,1,Micro,Manufacturing,Karnataka,Mysuru,2,OBC,01,01300,Crop and animal production,agriculture,Agriculture,kn,42.27,4.17,Vegetable Seeds|Herbal Saplings,3,1,0,0,0,0
MSE01538,UDYAM-TN-03-0001538,Madurai Enterprise 1538,Owner 1538,Male,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,Minority,01,01300,Crop and animal production,agriculture,Agriculture,en,73.12,17.98,Organic Fertilizer,1,1,0,0,0,0
MSE01539,UDYAM-TS-01-0001539,Hyderabad Enterprise 1539,Owner 1539,Other,0,Small,Manufacturing,Telangana,Hyderabad,1,Minority,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,179.02,267.88,Papad|Mango Pickle|Masala Mix,3,1,1,1,1,1
MSE01540,UDYAM-UP-01-0001540,Lucknow Enterprise 1540,Owner 1540,Male,0,Small,Manufacturing,Uttar Pradesh,Lucknow,1,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,492.24,267.59,Brass Lamp,2,1,1,1,1,0
MSE01541,UDYAM-TN-02-0001541,Coimbatore Enterprise 1541,Owner 1541,Male,0,Small,Manufacturing,Tamil Nadu,Coimbatore,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,531.3,107.91,Storage Rack,4,1,0,0,0,0
MSE01542,UDYAM-TR-02-0001542,Sepahijala Enterprise 1542,Owner 1542,Male,0,Small,Manufacturing,Tripura,Sepahijala,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,863.87,233.8,Ready-to-Eat Snacks,3,1,1,1,1,1
MSE01543,UDYAM-HP-01-0001543,Shimla Enterprise 1543,Owner 1543,Male,0,Small,Manufacturing,Himachal Pradesh,Shimla,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,691.02,87.29,Ready-to-Eat Snacks,4,1,1,1,1,0
MSE01544,UDYAM-KA-02-0001544,Mysuru Enterprise 1544,Owner 1544,Male,0,Micro,Services,Karnataka,Mysuru,2,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,kn,53.97,36.38,Web Development,4,1,1,1,1,0
MSE01545,UDYAM-RJ-03-0001545,Udaipur Enterprise 1545,Owner 1545,Male,0,Small,Manufacturing,Rajasthan,Udaipur,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,942.49,183.02,Ready-to-Eat Snacks|Masala Mix|Papad,4,1,1,1,0,0
MSE01546,UDYAM-GJ-03-0001546,Rajkot Enterprise 1546,Owner 1546,Female,1,Small,Manufacturing,Gujarat,Rajkot,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,gu,750.1,354.14,Wooden Chair|Decorative Shelf|Storage Rack,5,1,1,1,1,1
MSE01547,UDYAM-GJ-01-0001547,Ahmedabad Enterprise 1547,Owner 1547,Male,0,Micro,Manufacturing,Gujarat,Ahmedabad,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,62.64,20.25,Kurta Fabric,2,1,1,1,1,1
MSE01548,UDYAM-OD-03-0001548,Sambalpur Enterprise 1548,Owner 1548,Female,1,Small,Manufacturing,Odisha,Sambalpur,3,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,748.5,289.31,Cotton Saree|Kurta Fabric|Handloom Dupatta,3,1,0,0,0,0
MSE01549,UDYAM-KA-03-0001549,Belagavi Enterprise 1549,Owner 1549,Other,0,Micro,Manufacturing,Karnataka,Belagavi,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,41.33,28.67,Cotton Saree|Handloom Dupatta,5,1,1,1,1,1
MSE01550,UDYAM-MH-02-0001550,Pune Enterprise 1550,Owner 1550,Other,0,Micro,Manufacturing,Maharashtra,Pune,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,en,32.05,30.13,Herbal Saplings|Compost,3,1,0,0,0,0
MSE01551,UDYAM-DL-03-0001551,South East Delhi Enterprise 1551,Owner 1551,Male,0,Micro,Manufacturing,Delhi,South East Delhi,3,SC,01,01300,Crop and animal production,agriculture,Agriculture,hi,83.81,45.12,Herbal Saplings|Compost,1,1,1,1,1,0
MSE01552,UDYAM-GJ-03-0001552,Rajkot Enterprise 1552,Owner 1552,Male,0,Micro,Manufacturing,Gujarat,Rajkot,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,gu,74.63,26.14,Storage Rack|Wooden Chair,6,1,1,0,0,0
MSE01553,UDYAM-WB-02-0001553,Howrah Enterprise 1553,Owner 1553,Male,0,Small,Manufacturing,West Bengal,Howrah,2,ST,01,01300,Crop and animal production,agriculture,Agriculture,bn,310.16,297.36,Vegetable Seeds|Compost|Herbal Saplings,6,1,1,1,1,0
MSE01554,UDYAM-UP-02-0001554,Kanpur Nagar Enterprise 1554,Owner 1554,Female,1,Micro,Services,Uttar Pradesh,Kanpur Nagar,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,48.54,16.84,Digital Marketing,5,1,0,0,0,0
MSE01555,UDYAM-WB-02-0001555,Howrah Enterprise 1555,Owner 1555,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,bn,26.38,14.98,Papier-mache Decor,1,1,1,0,0,0
MSE01556,UDYAM-AP-01-0001556,Visakhapatnam Enterprise 1556,Owner 1556,Male,0,Small,Manufacturing,Andhra Pradesh,Visakhapatnam,1,General,01,01300,Crop and animal production,agriculture,Agriculture,en,405.58,274.19,Organic Fertilizer|Herbal Saplings|Compost,2,1,1,1,0,0
MSE01557,UDYAM-UP-02-0001557,Kanpur Nagar Enterprise 1557,Owner 1557,Male,0,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,27.1,47.27,Herbal Face Pack,4,1,1,1,1,0
MSE01558,UDYAM-UP-02-0001558,Kanpur Nagar Enterprise 1558,Owner 1558,Male,0,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,43.14,30.15,Kurta Fabric|Silk Stole,3,1,1,1,1,0
MSE01559,UDYAM-DL-02-0001559,North West Delhi Enterprise 1559,Owner 1559,Other,0,Micro,Manufacturing,Delhi,North West Delhi,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,82.06,17.78,Kurta Fabric|Cotton Saree|Silk Stole,3,1,1,0,0,0
MSE01560,UDYAM-GJ-01-0001560,Ahmedabad Enterprise 1560,Owner 1560,Female,1,Micro,Manufacturing,Gujarat,Ahmedabad,1,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,66.13,39.81,Kurta Fabric|Silk Stole,4,1,1,1,1,0
MSE01561,UDYAM-HR-01-0001561,Gurugram Enterprise 1561,Owner 1561,Female,1,Micro,Manufacturing,Haryana,Gurugram,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,22.66,12.23,Masala Mix,5,1,1,1,1,1
MSE01562,UDYAM-GJ-01-0001562,Ahmedabad Enterprise 1562,Owner 1562,Other,0,Micro,Manufacturing,Gujarat,Ahmedabad,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,59.03,20.28,Masala Mix|Mango Pickle|Ready-to-Eat Snacks,1,1,0,0,0,0
MSE01563,UDYAM-MZ-02-0001563,Lunglei Enterprise 1563,Owner 1563,Female,1,Micro,Manufacturing,Mizoram,Lunglei,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,64.82,44.91,Kurta Fabric,6,1,1,0,0,0
MSE01564,UDYAM-RJ-02-0001564,Jodhpur Enterprise 1564,Owner 1564,Female,1,Micro,Manufacturing,Rajasthan,Jodhpur,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,76.35,46.77,Brass Lamp|Papier-mache Decor,5,1,1,1,1,1
MSE01565,UDYAM-MH-02-0001565,Pune Enterprise 1565,Owner 1565,Male,0,Small,Manufacturing,Maharashtra,Pune,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,462.08,132.17,Cotton Saree,2,1,1,1,1,0
MSE01566,UDYAM-BR-01-0001566,Patna Enterprise 1566,Owner 1566,Male,0,Micro,Manufacturing,Bihar,Patna,1,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,69.69,10.36,Essential Oil|Herbal Face Pack|Ayurvedic Balm,3,1,1,1,0,0
MSE01567,UDYAM-MP-03-0001567,Jabalpur Enterprise 1567,Owner 1567,Female,1,Small,Manufacturing,Madhya Pradesh,Jabalpur,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,837.91,352.33,Papad|Mango Pickle,6,1,1,1,1,1
MSE01568,UDYAM-MH-01-0001568,Mumbai Enterprise 1568,Owner 1568,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,22.54,9.65,Ready-to-Eat Snacks|Masala Mix|Mango Pickle,3,1,0,0,0,0
MSE01569,UDYAM-TN-02-0001569,Coimbatore Enterprise 1569,Owner 1569,Other,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,56.02,7.88,Masala Mix,4,1,1,1,1,1
MSE01570,UDYAM-PB-03-0001570,Jalandhar Enterprise 1570,Owner 1570,Male,0,Micro,Manufacturing,Punjab,Jalandhar,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,pa,18.13,31.33,Silk Stole|Kurta Fabric|Handloom Dupatta,5,1,1,1,1,1
MSE01571,UDYAM-BR-03-0001571,Muzaffarpur Enterprise 1571,Owner 1571,Female,1,Small,Manufacturing,Bihar,Muzaffarpur,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,163.82,89.61,Brass Lamp|Papier-mache Decor|Wooden Craft,5,1,1,1,1,1
MSE01572,UDYAM-RJ-01-0001572,Jaipur Enterprise 1572,Owner 1572,Other,0,Micro,Manufacturing,Rajasthan,Jaipur,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,80.96,42.58,Mango Pickle|Masala Mix,5,1,1,1,1,0
MSE01573,UDYAM-WB-01-0001573,Kolkata Enterprise 1573,Owner 1573,Female,1,Micro,Manufacturing,West Bengal,Kolkata,1,SC,01,01300,Crop and animal production,agriculture,Agriculture,bn,32.24,21.72,Organic Fertilizer|Herbal Saplings|Vegetable Seeds,2,1,1,1,1,1
MSE01574,UDYAM-AP-03-0001574,Tirupati Enterprise 1574,Owner 1574,Female,1,Small,Manufacturing,Andhra Pradesh,Tirupati,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,211.72,127.05,Handloom Dupatta|Silk Stole,2,1,0,0,0,0
MSE01575,UDYAM-BR-03-0001575,Muzaffarpur Enterprise 1575,Owner 1575,Male,0,Micro,Manufacturing,Bihar,Muzaffarpur,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,77.64,5.03,Kitchen Organizer,6,1,1,1,1,0
MSE01576,UDYAM-UP-03-0001576,Varanasi Enterprise 1576,Owner 1576,Female,1,Small,Manufacturing,Uttar Pradesh,Varanasi,3,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,751.39,168.33,Organic Fertilizer,4,1,1,1,0,0
MSE01577,UDYAM-OD-03-0001577,Sambalpur Enterprise 1577,Owner 1577,Female,1,Micro,Manufacturing,Odisha,Sambalpur,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,32.28,25.14,Vegetable Seeds|Herbal Saplings,2,1,1,1,1,1
MSE01578,UDYAM-UP-03-0001578,Varanasi Enterprise 1578,Owner 1578,Female,1,Small,Manufacturing,Uttar Pradesh,Varanasi,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,849.33,151.98,Ready-to-Eat Snacks,5,1,1,1,0,0
MSE01579,UDYAM-AS-03-0001579,Silchar Enterprise 1579,Owner 1579,Other,0,Micro,Manufacturing,Assam,Silchar,3,General,01,01300,Crop and animal production,agriculture,Agriculture,as,56.47,41.19,Vegetable Seeds,2,1,0,0,0,0
MSE01580,UDYAM-DL-03-0001580,South East Delhi Enterprise 1580,Owner 1580,Other,0,Small,Manufacturing,Delhi,South East Delhi,3,Minority,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,555.44,219.11,Papier-mache Decor,4,1,1,0,0,0
MSE01581,UDYAM-RJ-02-0001581,Jodhpur Enterprise 1581,Owner 1581,Female,1,Micro,Manufacturing,Rajasthan,Jodhpur,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,12.9,22.92,Papad,5,1,1,1,1,0
MSE01582,UDYAM-KA-01-0001582,Bengaluru Urban Enterprise 1582,Owner 1582,Female,1,Micro,Manufacturing,Karnataka,Bengaluru Urban,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,44.2,5.28,Ready-to-Eat Snacks|Masala Mix|Mango Pickle,6,1,1,1,1,1
MSE01583,UDYAM-MP-02-0001583,Bhopal Enterprise 1583,Owner 1583,Other,0,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,78.03,35.25,Wooden Craft,1,1,1,1,1,0
MSE01584,UDYAM-RJ-02-0001584,Jodhpur Enterprise 1584,Owner 1584,Male,0,Small,Manufacturing,Rajasthan,Jodhpur,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,452.35,284.81,Brass Lamp,5,1,0,0,0,0
MSE01585,UDYAM-KL-02-0001585,Kozhikode Enterprise 1585,Owner 1585,Female,1,Small,Manufacturing,Kerala,Kozhikode,2,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,en,827.33,89.52,Earphones,6,1,1,1,1,1
MSE01586,UDYAM-MP-01-0001586,Indore Enterprise 1586,Owner 1586,Female,1,Micro,Manufacturing,Madhya Pradesh,Indore,1,SC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,41.61,23.96,Earphones|Mobile Charger,1,1,1,0,0,0
MSE01587,UDYAM-UP-02-0001587,Kanpur Nagar Enterprise 1587,Owner 1587,Female,1,Small,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,180.09,300.55,Masala Mix,3,1,1,1,0,0
MSE01588,UDYAM-TN-02-0001588,Coimbatore Enterprise 1588,Owner 1588,Other,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,en,24.69,25.55,Storage Rack|Kitchen Organizer,5,1,1,1,1,0
MSE01589,UDYAM-JK-03-0001589,Anantnag Enterprise 1589,Owner 1589,Male,0,Micro,Manufacturing,Jammu & Kashmir,Anantnag,3,ST,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,87.82,13.41,Herbal Face Pack|Ayurvedic Balm,1,1,0,0,0,0
MSE01590,UDYAM-AS-01-0001590,Kamrup Metro Enterprise 1590,Owner 1590,Male,0,Small,Services,Assam,Kamrup Metro,3,Minority,62,62011,"Writing, modifying, testing of computer programs",services,Services,as,344.43,228.11,Catalog Design|Digital Marketing|Web Development,5,1,1,1,1,1
MSE01591,UDYAM-UP-03-0001591,Varanasi Enterprise 1591,Owner 1591,Female,1,Small,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,690.83,149.69,Herbal Saplings|Compost,4,1,1,1,0,0
MSE01592,UDYAM-MH-01-0001592,Mumbai Enterprise 1592,Owner 1592,Other,0,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,68.97,38.23,Masala Mix|Ready-to-Eat Snacks,5,1,1,1,1,1
MSE01593,UDYAM-AP-01-0001593,Visakhapatnam Enterprise 1593,Owner 1593,Female,1,Micro,Services,Andhra Pradesh,Visakhapatnam,1,ST,62,62011,"Writing, modifying, testing of computer programs",services,Services,te,32.51,34.24,IT Support,3,1,0,0,0,0
MSE01594,UDYAM-MN-02-0001594,Thoubal Enterprise 1594,Owner 1594,Female,1,Small,Manufacturing,Manipur,Thoubal,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,715.35,225.52,Masala Mix|Mango Pickle|Ready-to-Eat Snacks,4,1,1,1,1,1
MSE01595,UDYAM-MH-02-0001595,Pune Enterprise 1595,Owner 1595,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,SC,01,01300,Crop and animal production,agriculture,Agriculture,mr,85.42,47.89,Vegetable Seeds|Compost,1,1,1,1,1,0
MSE01596,UDYAM-JH-02-0001596,Dhanbad Enterprise 1596,Owner 1596,Male,0,Small,Manufacturing,Jharkhand,Dhanbad,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,254.09,332.12,Kurta Fabric|Silk Stole|Cotton Saree,1,1,0,0,0,0
MSE01597,UDYAM-KA-03-0001597,Belagavi Enterprise 1597,Owner 1597,Male,0,Micro,Services,Karnataka,Belagavi,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,kn,8.77,6.34,Web Development|Digital Marketing,3,1,1,0,0,0
MSE01598,UDYAM-PB-03-0001598,Jalandhar Enterprise 1598,Owner 1598,Female,1,Micro,Services,Punjab,Jalandhar,3,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,30.51,28.79,Catalog Design|Web Development|Digital Marketing,5,1,1,1,1,1
MSE01599,UDYAM-KL-01-0001599,Ernakulam Enterprise 1599,Owner 1599,Other,0,Micro,Manufacturing,Kerala,Ernakulam,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,52.94,44.94,Decorative Shelf|Storage Rack|Wooden Chair,1,1,1,1,1,0
MSE01600,UDYAM-UP-01-0001600,Lucknow Enterprise 1600,Owner 1600,Male,0,Small,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,967.41,314.98,Wooden Chair,6,1,1,1,1,0
MSE01601,UDYAM-AS-01-0001601,Kamrup Metro Enterprise 1601,Owner 1601,Other,0,Micro,Manufacturing,Assam,Kamrup Metro,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,37.41,7.59,Cotton Saree|Kurta Fabric,6,1,1,1,1,1
MSE01602,UDYAM-UP-03-0001602,Varanasi Enterprise 1602,Owner 1602,Other,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,774.53,52.86,Ready-to-Eat Snacks|Masala Mix|Mango Pickle,4,1,1,1,0,0
MSE01603,UDYAM-UK-02-0001603,Haridwar Enterprise 1603,Owner 1603,Female,1,Micro,Manufacturing,Uttarakhand,Haridwar,3,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,11.87,28.99,Handloom Dupatta|Kurta Fabric|Silk Stole,6,1,1,0,0,0
MSE01604,UDYAM-UP-03-0001604,Varanasi Enterprise 1604,Owner 1604,Other,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,83.18,45.58,Wooden Chair|Kitchen Organizer|Decorative Shelf,5,1,0,0,0,0
MSE01605,UDYAM-UP-02-0001605,Kanpur Nagar Enterprise 1605,Owner 1605,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,8.18,18.65,Silk Stole|Kurta Fabric|Cotton Saree,6,1,1,0,0,0
MSE01606,UDYAM-MH-03-0001606,Nagpur Enterprise 1606,Owner 1606,Female,1,Small,Manufacturing,Maharashtra,Nagpur,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,505.77,83.58,Ready-to-Eat Snacks|Mango Pickle,5,1,1,1,1,1
MSE01607,UDYAM-GJ-03-0001607,Rajkot Enterprise 1607,Owner 1607,Other,0,Micro,Manufacturing,Gujarat,Rajkot,3,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,9.14,14.84,Herbal Face Pack|Essential Oil,3,1,1,1,1,0
MSE01608,UDYAM-RJ-01-0001608,Jaipur Enterprise 1608,Owner 1608,Female,1,Small,Manufacturing,Rajasthan,Jaipur,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,594.09,114.56,Terracotta Pot,4,1,1,0,0,0
MSE01609,UDYAM-MH-03-0001609,Nagpur Enterprise 1609,Owner 1609,Female,1,Micro,Manufacturing,Maharashtra,Nagpur,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,49.48,17.69,Mango Pickle|Papad|Masala Mix,3,1,1,1,1,0
MSE01610,UDYAM-AS-01-0001610,Kamrup Metro Enterprise 1610,Owner 1610,Male,0,Micro,Manufacturing,Assam,Kamrup Metro,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,as,12.54,26.07,Wooden Chair,3,1,0,0,0,0
MSE01611,UDYAM-RJ-03-0001611,Udaipur Enterprise 1611,Owner 1611,Female,1,Micro,Manufacturing,Rajasthan,Udaipur,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,75.56,4.94,Handloom Dupatta|Cotton Saree|Kurta Fabric,6,1,1,1,1,0
MSE01612,UDYAM-MH-02-0001612,Pune Enterprise 1612,Owner 1612,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,mr,566.85,203.43,Storage Rack,3,1,0,0,0,0
MSE01613,UDYAM-UP-01-0001613,Lucknow Enterprise 1613,Owner 1613,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,26.94,12.77,Cotton Saree|Handloom Dupatta,2,1,0,0,0,0
MSE01614,UDYAM-RJ-02-0001614,Jodhpur Enterprise 1614,Owner 1614,Other,0,Small,Manufacturing,Rajasthan,Jodhpur,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,925.11,288.51,Storage Rack,5,1,1,0,0,0
MSE01615,UDYAM-TN-01-0001615,Chennai Enterprise 1615,Owner 1615,Male,0,Small,Manufacturing,Tamil Nadu,Chennai,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ta,652.46,277.36,Kurta Fabric,3,1,1,1,1,0
MSE01616,UDYAM-BR-01-0001616,Patna Enterprise 1616,Owner 1616,Female,1,Micro,Services,Bihar,Patna,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,62.85,26.75,Digital Marketing|IT Support|Web Development,4,1,1,1,0,0
MSE01617,UDYAM-KL-01-0001617,Ernakulam Enterprise 1617,Owner 1617,Female,1,Small,Manufacturing,Kerala,Ernakulam,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ml,947.35,221.55,Cotton Saree,1,1,1,1,1,0
MSE01618,UDYAM-RJ-02-0001618,Jodhpur Enterprise 1618,Owner 1618,Other,0,Small,Services,Rajasthan,Jodhpur,2,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,718.26,312.44,Web Development|IT Support,4,1,1,1,1,1
MSE01619,UDYAM-HP-03-0001619,Mandi Enterprise 1619,Owner 1619,Male,0,Micro,Manufacturing,Himachal Pradesh,Mandi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,75.26,44.41,Mango Pickle|Papad|Masala Mix,3,1,1,1,1,1
MSE01620,UDYAM-TN-03-0001620,Madurai Enterprise 1620,Owner 1620,Other,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,92.61,15.57,Cotton Saree,2,1,0,0,0,0
